ACCOUNT_ID,COMPANY_TYPE,TERRITORY,BUSINESS_REGION,FIRST_PURCHASE_MONTH
1233z00002nIY7ZAAX,IT Department,United Kingdom,EU,2/1/2021
1233z00002XgQdqAAG,,United Kingdom,EU,6/1/2020
1233z00002Q74L0AAK,MSP,United Kingdom,EU,11/1/2019
1233z00002nG7bcAAD,MSP,United Kingdom,EU,1/1/2021
1233z00002ZflRMAAA,IT Consultant,United Kingdom,EU,11/1/2019
123D000001zd0kaIAB,MSP,United Kingdom,EU,1/1/2016
1233z00002eoaAoAAJ,MSP,United Kingdom,EU,2/1/2020
1233z00002nFXEXAA5,MSP,United Kingdom,EU,1/1/2021
1233z00002OeD15AAG,MSP,United Kingdom,EU,11/1/2018
1233z00002ZhXsBAAW,,United Kingdom,EU,10/1/2020
123D000002E74qQIAS,IT Department,United Kingdom,EU,3/1/2017
1233z00002MtRGjAAO,MSP,United Kingdom,EU,7/1/2018
1233z00002NshVwAAK,MSP,United Kingdom,EU,9/1/2018
1233z00002nsCGtAAN,IT Department,United Kingdom,EU,2/1/2021
1233z00002hLaDTAA1,IT Department,United Kingdom,EU,5/1/2020
1233z00002ntJcTAAV,MSP,United Kingdom,EU,3/1/2021
123D000001yjElIIAV,MSP,United Kingdom,EU,10/1/2015
1233z00002hJM8rAAH,MSP,United Kingdom,EU,5/1/2020
1233z00002djxrGAAR,,United Kingdom,EU,3/1/2020
1233z00002VDjlWAAU,IT Department,United Kingdom,EU,8/1/2019
1233z00002Qlo81AAC,IT Consultant,United Kingdom,EU,1/1/2019
1233z00002SgzOsAAK,,United Kingdom,EU,8/1/2020
1233z00002hmphUAAR,MSP,United Kingdom,EU,6/1/2020
1233z00002dlIyVAAV,,United Kingdom,EU,12/1/2019
1233z00002WHpw5AAE,MSP,United Kingdom,EU,8/1/2019
1233z00002WKBeMAAY,IT Consultant,United Kingdom,EU,8/1/2019
123D000002JodxNIAS,MSP,United Kingdom,EU,5/1/2018
1233z00002hIGxpAAH,IT Department,United Kingdom,EU,5/1/2020
1233z00002OeKPSAA4,MSP,United Kingdom,EU,10/1/2018
1233z00002kcZ7eAAF,IT Department,United Kingdom,EU,1/1/2021
1233z00002Of1R8AAK,MSP,United Kingdom,EU,11/1/2018
1233z00002WlTMnAAO,MSP,United Kingdom,EU,9/1/2019
1233z00002qReHLAA1,IT Department,United Kingdom,EU,8/1/2021
1233z00002NunXNAAA,MSP,United Kingdom,EU,9/1/2018
1233z00002s1ydrAAB,IT Consultant,United Kingdom,EU,8/1/2021
1233z00002lH6V1AAL,MSP,United Kingdom,EU,11/1/2020
1233z00002rF8jLAAT,MSP,United Kingdom,EU,7/1/2021
1233z00002NvmJEAAA,MSP,United Kingdom,EU,9/1/2018
1233z00002g6nEhAAJ,MSP,United Kingdom,EU,4/1/2020
1233z00002oQv3hAAD,IT Department,United Kingdom,EU,3/1/2021
1233z00002SjF7XAAW,IT Consultant,United Kingdom,EU,3/1/2019
1233z00002WIvTFAA2,IT Consultant,United Kingdom,EU,8/1/2019
1233z00002Q6S8OAAW,IT Department,United Kingdom,EU,12/1/2018
1233z00002M5y4WAAS,MSP,United Kingdom,EU,5/1/2018
1233z00002dkT3NAAV,MSP,United Kingdom,EU,12/1/2019
1233z00002NtLxqAAG,MSP,United Kingdom,EU,9/1/2018
1233z00002ODJo6AAI,MSP,United Kingdom,EU,9/1/2018
1233z00002en0hiAAB,MSP,United Kingdom,EU,12/1/2019
1233z00002hmAFnAAN,MSP,United Kingdom,EU,6/1/2020
1233z00002Pa6xEAAS,MSP,United Kingdom,EU,2/1/2019
1233z00002eoodWAAR,MSP,United Kingdom,EU,6/1/2020
123D000001sdXQcIAN,MSP,United Kingdom,EU,3/1/2015
1233z00002pOreDAAT,IT Department,United Kingdom,EU,5/1/2021
1233z00002ZhT8YAAW,,United Kingdom,EU,12/1/2019
1233z00002psxGpAAJ,IT Department,United Kingdom,EU,4/1/2021
1233z00002fMjLXAA1,MSP,United Kingdom,EU,3/1/2020
123D000002IzzWpIAK,MSP,United Kingdom,EU,9/1/2017
1233z00002gcxxnAAB,IT Department,United Kingdom,EU,4/1/2020
1233z00002NiSBYAA4,MSP,United Kingdom,EU,3/1/2019
1233z00002OwAEXAA4,MSP,United Kingdom,EU,12/1/2018
1233z00002U7afMAAS,IT Consultant,United Kingdom,EU,6/1/2019
1233z00002M2rOoAAK,MSP,United Kingdom,EU,4/1/2018
1233z00002nGEVdAAP,MSP,United Kingdom,EU,1/1/2021
1233z00002U8hC5AAK,MSP,United Kingdom,EU,5/1/2019
1233z00002dhtQIAAZ,,United Kingdom,EU,12/1/2019
1233z00002YZm7eAAE,MSP,United Kingdom,EU,10/1/2019
1233z00002eChNTAA1,IT Department,United Kingdom,EU,12/1/2019
123D000002KDF7tIAI,MSP,United Kingdom,EU,10/1/2017
1233z00002OufFpAAK,MSP,United Kingdom,EU,12/1/2018
1233z00002ZgIIcAAO,IT Department,United Kingdom,EU,12/1/2019
123D0000025fNURIA3,MSP,United Kingdom,EU,6/1/2016
1233z00002fLl68AAD,MSP,United Kingdom,EU,2/1/2020
1233z00002TSJsDAAY,IT Consultant,United Kingdom,EU,4/1/2019
1233z00002Zhbx1AAC,,United Kingdom,EU,12/1/2019
1233z00002SjJXFAA4,MSP,United Kingdom,EU,5/1/2019
1233z00002OseKZAAA,MSP,United Kingdom,EU,10/1/2018
1233z00002tFApvAAH,MSP,United Kingdom,EU,9/1/2021
123D000002CRRj2IAI,MSP,United Kingdom,EU,6/1/2018
1233z00002TSwUNAA2,MSP,United Kingdom,EU,5/1/2019
1233z00002fL0WZAA1,MSP,United Kingdom,EU,2/1/2020
123D0000028wTzzIAF,MSP,United Kingdom,EU,10/1/2016
1233z00002gd804AAB,IT Department,United Kingdom,EU,4/1/2020
1233z00002jTMnWAAX,IT Department,United Kingdom,EU,8/1/2020
1233z00002dhj2cAAB,MSP,United Kingdom,EU,11/1/2019
1233z00002VByedAAE,IT Consultant,United Kingdom,EU,7/1/2019
1233z00002Qk3s1AAC,MSP,United Kingdom,EU,1/1/2019
1233z00002j8GI9AAN,MSP,United Kingdom,EU,7/1/2020
1233z00002epQDXAA3,IT Department,United Kingdom,EU,1/1/2020
1233z00002Oc2srAAC,MSP,United Kingdom,EU,11/1/2018
123D000002DIC65IAI,MSP,United Kingdom,EU,11/1/2019
1233z00002SLuwEAAU,MSP,United Kingdom,EU,4/1/2019
1233z00002nJK4XAAX,IT Department,United Kingdom,EU,3/1/2021
123D0000021V3FgIAL,MSP,United Kingdom,EU,2/1/2016
1233z00002Ot3KDAAA,MSP,United Kingdom,EU,11/1/2018
1233z00002nuJcbAAF,IT Department,United Kingdom,EU,3/1/2021
123D000002J1Ae6IAG,,United Kingdom,EU,7/1/2020
1233z00002KvR08AAG,MSP,United Kingdom,EU,11/1/2017
123D000002IUWepIAI,MSP,United Kingdom,EU,9/1/2017
1233z00002enwNUAAZ,MSP,United Kingdom,EU,1/1/2020
1233z00002Mul8EAAS,MSP,United Kingdom,EU,8/1/2018
1233z00002nFk3XAAT,MSP,United Kingdom,EU,1/1/2021
1233z00002TQIPLAA6,MSP,United Kingdom,EU,4/1/2019
1233z00002VDzAUAA2,IT Consultant,United Kingdom,EU,7/1/2019
123D000002BCKMqIAQ,MSP,United Kingdom,EU,1/1/2017
1233z00002nICepAAH,IT Consultant,United Kingdom,EU,1/1/2021
1233z00002XkC8uAAG,IT Consultant,United Kingdom,EU,9/1/2019
1233z00002nHACwAAP,MSP,United Kingdom,EU,2/1/2021
123D0000020XHJXIA5,MSP,United Kingdom,EU,1/1/2016
1233z00002nHmpFAAT,MSP,United Kingdom,EU,2/1/2021
1233z00002nr7umAAB,IT Department,United Kingdom,EU,2/1/2021
1233z00002QksRBAAA,MSP,United Kingdom,EU,1/1/2019
123D0000029h8oYIAR,MSP,United Kingdom,EU,10/1/2016
1233z00002lHBteAAH,MSP,United Kingdom,EU,12/1/2020
1233z00002lhUZ9AAN,MSP,United Kingdom,EU,11/1/2020
1233z00002sXS9rAAH,MSP,United Kingdom,EU,8/1/2021
1233z00002tGBAOAA5,MSP,United Kingdom,EU,9/1/2021
1233z00002MXtVkAAM,MSP,United Kingdom,EU,6/1/2018
1233z00002hKB91AAH,MSP,United Kingdom,EU,4/1/2020
1233z00002Oti3AAAS,MSP,United Kingdom,EU,12/1/2018
1233z00002nI6bUAAT,MSP,United Kingdom,EU,2/1/2021
1233z00002ZFQy1AAI,MSP,United Kingdom,EU,11/1/2019
1233z00002k4XBEAA3,MSP,United Kingdom,EU,9/1/2020
1233z00002hluqvAAB,IT Department,United Kingdom,EU,6/1/2020
1233z00002tDP6wAAH,IT Department,United Kingdom,EU,8/1/2021
1233z00002LEk7pAAE,MSP,United Kingdom,EU,12/1/2017
1233z00002OE8xFAAU,IT Department,United Kingdom,EU,10/1/2018
1233z00002fMrv6AAD,IT Department,United Kingdom,EU,3/1/2020
1233z00002YZMiIAAY,IT Consultant,United Kingdom,EU,10/1/2019
1233z00002nuR8GAAV,MSP,United Kingdom,EU,2/1/2021
1233z00002WJbquAAE,MSP,United Kingdom,EU,8/1/2019
1233z00002qTnARAA1,IT Department,United Kingdom,EU,6/1/2021
123D00000225yl6IAB,MSP,United Kingdom,EU,2/1/2016
1233z00002QRfKPAA2,MSP,United Kingdom,EU,1/1/2019
1233z00002puI63AAF,MSP,United Kingdom,EU,5/1/2021
1233z00002Wn18IAAS,MSP,United Kingdom,EU,9/1/2019
1233z00002QlQE5AAO,IT Consultant,United Kingdom,EU,4/1/2019
1233z00002OuHRlAAO,IT Department,United Kingdom,EU,11/1/2018
1233z00002ShWkcAAG,,United Kingdom,EU,4/1/2019
1233z00002lj7ijAAB,IT Department,United Kingdom,EU,11/1/2020
1233z00002fM5U1AAL,MSP,United Kingdom,EU,6/1/2020
1233z00002fNz6OAAT,IT Department,United Kingdom,EU,3/1/2020
1233z00002nrCw4AAF,IT Department,United Kingdom,EU,3/1/2021
1233z00002ZfFDhAAO,MSP,United Kingdom,EU,11/1/2019
1233z00002fLVcYAAX,MSP,United Kingdom,EU,2/1/2020
1233z00002VEn8tAAE,IT Consultant,United Kingdom,EU,7/1/2019
1233z00002SgtgnAAC,IT Consultant,United Kingdom,EU,3/1/2019
1233z00002fLI6aAAH,MSP,United Kingdom,EU,2/1/2020
1233z00002jAYA5AAP,IT Department,United Kingdom,EU,8/1/2020
1233z00002Ql44lAAC,IT Department,United Kingdom,EU,2/1/2019
1233z00002fN20oAAD,MSP,United Kingdom,EU,2/1/2020
1233z00002Mtc1VAAS,MSP,United Kingdom,EU,7/1/2018
123D000002KFXOqIAQ,MSP,United Kingdom,EU,11/1/2019
1233z00002QdaG2AAK,,United Kingdom,EU,12/1/2019
1233z00002RjzHLAAA,MSP,United Kingdom,EU,2/1/2019
1233z00002PbT6CAAW,MSP,United Kingdom,EU,10/1/2019
1233z00002WjyImAAK,MSP,United Kingdom,EU,7/1/2019
123D000001yjVDwIAN,MSP,United Kingdom,EU,10/1/2015
1233z00002YcLwgAAG,,United Kingdom,EU,6/1/2020
1233z00002WG3jVAAU,IT Department,United Kingdom,EU,10/1/2019
123D0000028DobYIAT,MSP,United Kingdom,EU,9/1/2016
1233z00002VD2GBAA2,MSP,United Kingdom,EU,7/1/2019
123D000001x79OqIAJ,MSP,United Kingdom,EU,9/1/2015
1233z00002uZNThAAP,IT Department,United Kingdom,EU,9/1/2021
123D0000021SyzjIAD,MSP,United Kingdom,EU,1/1/2016
1233z00002oP1JiAAL,IT Department,United Kingdom,EU,6/1/2021
1233z00002hnMPDAA3,MSP,United Kingdom,EU,6/1/2020
1233z00002ODTAOAA6,MSP,United Kingdom,EU,10/1/2018
1233z00002SjDcYAAW,MSP,United Kingdom,EU,3/1/2019
1233z00002fKervAAD,MSP,United Kingdom,EU,2/1/2020
1233z00002Ldk77AAC,MSP,United Kingdom,EU,2/1/2018
1233z00002dkCYAAA3,,United Kingdom,EU,12/1/2019
1233z00002lGBR6AAP,IT Department,United Kingdom,EU,11/1/2020
1233z00002ZhBraAAG,,United Kingdom,EU,12/1/2019
1233z00002LELO4AAQ,MSP,United Kingdom,EU,1/1/2018
1233z00002liR9xAAF,IT Department,United Kingdom,EU,12/1/2020
1233z00002Tsn5zAAC,IT Consultant,United Kingdom,EU,6/1/2019
1233z00002MZpGKAA2,MSP,United Kingdom,EU,8/1/2018
1233z00002OFMKHAA6,MSP,United Kingdom,EU,10/1/2018
1233z00002ODYAZAA6,MSP,United Kingdom,EU,10/1/2018
1233z00002WlIoEAAW,IT Consultant,United Kingdom,EU,8/1/2019
1233z00002M3f7tAAC,MSP,United Kingdom,EU,9/1/2019
1233z00002MLDgFAAY,MSP,United Kingdom,EU,5/1/2018
123D0000026tHmlIAF,MSP,United Kingdom,EU,7/1/2016
1233z00002pLvbOAAT,IT Department,United Kingdom,EU,4/1/2021
1233z00002sY2XnAAL,MSP,United Kingdom,EU,8/1/2021
1233z00002M65Q0AAK,MSP,United Kingdom,EU,5/1/2018
1233z00002eqdkRAAR,IT Department,United Kingdom,EU,2/1/2020
1233z00002QbxqdAAC,MSP,United Kingdom,EU,12/1/2018
123D000002BlqYuIAK,MSP,United Kingdom,EU,12/1/2016
1233z00002WGdcDAAU,IT Consultant,United Kingdom,EU,7/1/2019
1233z00002MuDp3AAG,MSP,United Kingdom,EU,8/1/2018
123D000001za0z4IAB,MSP,United Kingdom,EU,12/1/2015
123D000001tl15pIAB,MSP,United Kingdom,EU,4/1/2015
1233z00002gfjq5AAB,MSP,United Kingdom,EU,5/1/2020
1233z00002XirhqAAC,MSP,United Kingdom,EU,10/1/2019
123D000001tDcMiIAL,MSP,United Kingdom,EU,4/1/2015
1233z00002tGA4GAAX,IT Department,United Kingdom,EU,9/1/2021
123D0000028BwfxIAD,MSP,United Kingdom,EU,9/1/2016
123D0000023fmrxIAB,MSP,United Kingdom,EU,4/1/2016
123D0000021V65CIAT,MSP,United Kingdom,EU,2/1/2016
1233z00002LGBeFAAY,MSP,United Kingdom,EU,1/1/2018
1233z00002ZhMAMAA4,IT Department,United Kingdom,EU,11/1/2019
1233z00002lFnOeAAL,MSP,United Kingdom,EU,10/1/2020
1233z00002WJlcCAAU,IT Department,United Kingdom,EU,7/1/2019
1233z00002g5EYzAAN,MSP,United Kingdom,EU,3/1/2020
1233z00002NG3kDAAU,MSP,United Kingdom,EU,8/1/2018
1233z00002MtFieAAG,MSP,United Kingdom,EU,8/1/2018
1233z00002hKVrYAAX,MSP,United Kingdom,EU,10/1/2020
1233z00002diuzEAAR,,United Kingdom,EU,12/1/2019
1233z00002M5dlAAAS,,United Kingdom,EU,3/1/2020
123D000002HiNOAIA4,MSP,United Kingdom,EU,7/1/2017
123D0000025yCJQIA3,MSP,United Kingdom,EU,6/1/2016
1233z00002pulZTAAZ,IT Department,United Kingdom,EU,5/1/2021
123D000001vO5SuIAL,MSP,United Kingdom,EU,6/1/2015
1233z00002LeHynAAG,MSP,United Kingdom,EU,12/1/2018
123D000002BBDJRIA6,MSP,United Kingdom,EU,3/1/2017
1233z00002nFLnlAAH,MSP,United Kingdom,EU,2/1/2021
1233z00002rErzQAAT,IT Consultant,United Kingdom,EU,6/1/2021
1233z00002tGKHCAA5,MSP,United Kingdom,EU,9/1/2021
1233z00002gcNCSAA3,IT Department,United Kingdom,EU,6/1/2020
1233z00002NsIobAAG,MSP,United Kingdom,EU,8/1/2018
1233z00002dhZ7sAAF,MSP,United Kingdom,EU,12/1/2019
1233z00002Tqz8WAAS,MSP,United Kingdom,EU,5/1/2019
1233z00002WnFh4AAG,,United Kingdom,EU,12/1/2019
123D000001rzhVsIAJ,MSP,United Kingdom,EU,2/1/2015
1233z00002mJ6KUAA1,IT Department,United Kingdom,EU,12/1/2020
1233z00002NimtgAAC,MSP,United Kingdom,EU,9/1/2018
1233z00002KqGBzAAO,MSP,United Kingdom,EU,12/1/2017
123D000001zaMkuIAF,IT Consultant,United Kingdom,EU,5/1/2020
123D000001feNgTIAV,MSP,United Kingdom,EU,2/1/2014
1233z00002LF8LxAAM,MSP,United Kingdom,EU,1/1/2018
1233z00002k6XI1AAN,IT Department,United Kingdom,EU,8/1/2020
123D000001vp08nIAB,MSP,United Kingdom,EU,7/1/2015
123D0000023eXgwIAF,MSP,United Kingdom,EU,4/1/2016
1233z00002OeqYkAAK,MSP,United Kingdom,EU,11/1/2018
1233z00002qRNjdAAH,IT Department,United Kingdom,EU,5/1/2021
1233z00002lixVqAAJ,MSP,United Kingdom,EU,12/1/2020
1233z00002RjdSXAAA,MSP,United Kingdom,EU,1/1/2019
1233z00002eotOTAAZ,IT Department,United Kingdom,EU,1/1/2020
1233z00002Nt6WmAAK,MSP,United Kingdom,EU,8/1/2018
1233z00002jSFMFAA5,IT Department,United Kingdom,EU,8/1/2020
1233z00002mJDkqAAH,MSP,United Kingdom,EU,11/1/2020
123D000002CSKEsIAQ,MSP,United Kingdom,EU,1/1/2017
1233z00002eoTruAAF,IT Consultant,United Kingdom,EU,12/1/2019
1233z00002WGUAIAA6,MSP,United Kingdom,EU,7/1/2019
1233z00002nG6vCAAT,IT Department,United Kingdom,EU,1/1/2021
1233z00002XgGU0AAO,MSP,United Kingdom,EU,9/1/2019
1233z00002NiMGwAAO,MSP,United Kingdom,EU,9/1/2018
1233z00002s0xWbAAJ,IT Department,United Kingdom,EU,8/1/2021
1233z00002jTKqsAAH,IT Department,United Kingdom,EU,8/1/2020
1233z00002Zf9HCAAA,IT Department,United Kingdom,EU,11/1/2019
1233z00002ToxOIAAA,IT Consultant,United Kingdom,EU,5/1/2019
1233z00002pw2G0AAJ,MSP,United Kingdom,EU,5/1/2021
1233z00002KuRuPAAW,MSP,United Kingdom,EU,11/1/2017
1233z00002eErjMAAT,,United Kingdom,EU,2/1/2020
123D0000026tVi0IAF,IT Consultant,United Kingdom,EU,7/1/2019
1233z00002MMQhBAAY,,United Kingdom,EU,8/1/2020
1233z00002hIFalAAH,IT Department,United Kingdom,EU,4/1/2020
1233z00002WJAkaAAI,MSP,United Kingdom,EU,8/1/2019
1233z00002ZHCrCAAY,IT Department,United Kingdom,EU,11/1/2019
123D000002IU6EqIAM,MSP,United Kingdom,EU,8/1/2017
1233z00002M2wGaAAK,MSP,United Kingdom,EU,4/1/2018
1233z00002oQetQAAT,IT Department,United Kingdom,EU,3/1/2021
1233z00002eojstAAB,MSP,United Kingdom,EU,2/1/2020
1233z00002hoF2oAAF,IT Consultant,United Kingdom,EU,6/1/2020
1233z00002k74wEAAR,MSP,United Kingdom,EU,9/1/2020
1233z00002dkBU2AAN,,United Kingdom,EU,10/1/2020
123D000002BAn7UIAU,MSP,United Kingdom,EU,12/1/2016
1233z00002YYg9OAAU,MSP,United Kingdom,EU,10/1/2019
1233z00002SMZLnAAQ,IT Department,United Kingdom,EU,2/1/2019
1233z00002LdXqRAAW,MSP,United Kingdom,EU,2/1/2018
1233z00002gg83UAAR,MSP,United Kingdom,EU,5/1/2020
1233z00002OFJ5eAAI,IT Consultant,United Kingdom,EU,10/1/2019
1233z00002YZGQgAAQ,MSP,United Kingdom,EU,9/1/2019
1233z00002nsOq6AAF,MSP,United Kingdom,EU,2/1/2021
1233z00002OvbGCAAA,IT Department,United Kingdom,EU,12/1/2018
1233z00002nFDtcAAH,IT Department,United Kingdom,EU,1/1/2021
1233z00002gcHrkAAF,IT Consultant,United Kingdom,EU,4/1/2020
1233z00002nu6ltAAB,MSP,United Kingdom,EU,3/1/2021
1233z00002ljzjwAAB,IT Department,United Kingdom,EU,12/1/2020
1233z00002iVxt3AAD,MSP,United Kingdom,EU,7/1/2020
1233z00002tDVNMAA5,MSP,United Kingdom,EU,9/1/2021
1233z00002tGDVjAAP,MSP,United Kingdom,EU,9/1/2021
1233z00002rHUxMAAX,MSP,United Kingdom,EU,7/1/2021
1233z00002nGYHlAAP,IT Consultant,United Kingdom,EU,2/1/2021
1233z00002nHIeOAAX,Other,United Kingdom,EU,4/1/2021
1233z00002qRrhsAAD,MSP,United Kingdom,EU,6/1/2021
1233z00002pwH2mAAF,MSP,United Kingdom,EU,6/1/2021
1233z00002M5lGEAAA,IT Department,United Kingdom,EU,6/1/2018
1233z00002hmcXmAAJ,IT Department,United Kingdom,EU,11/1/2020
123D000002BmhCGIAA,MSP,United Kingdom,EU,1/1/2017
1233z00002jUDfEAAX,MSP,United Kingdom,EU,8/1/2020
1233z00002KvlgSAAS,IT Department,United Kingdom,EU,12/1/2017
1233z00002YZbWnAAM,IT Consultant,United Kingdom,EU,9/1/2019
1233z00002sXRVmAAP,IT Department,United Kingdom,EU,8/1/2021
1233z00002hn7gZAAR,IT Department,United Kingdom,EU,6/1/2020
1233z00002TRmmwAAE,MSP,United Kingdom,EU,4/1/2019
1233z00002MZ4m2AAE,MSP,United Kingdom,EU,7/1/2018
123D0000024RRkiIAH,MSP,United Kingdom,EU,5/1/2016
1233z00002jA15wAAD,IT Department,United Kingdom,EU,7/1/2020
1233z00002oSWppAAH,IT Department,United Kingdom,EU,3/1/2021
1233z00002lFPvnAAH,MSP,United Kingdom,EU,11/1/2020
1233z00002eoUc7AAF,IT Department,United Kingdom,EU,2/1/2020
123D000001qcdFnIAJ,MSP,United Kingdom,EU,6/1/2015
1233z00002oRzBuAAL,IT Department,United Kingdom,EU,4/1/2021
1233z00002nsUR3AAN,MSP,United Kingdom,EU,2/1/2021
123D000002BAZFpIAQ,MSP,United Kingdom,EU,12/1/2016
123D0000024P2hKIAT,MSP,United Kingdom,EU,6/1/2019
123D0000027f7plIAB,MSP,United Kingdom,EU,10/1/2016
1233z00002Qk6oXAAS,IT Consultant,United Kingdom,EU,1/1/2019
1233z00002M2so0AAC,MSP,United Kingdom,EU,5/1/2018
1233z00002PcLJ5AAO,MSP,United Kingdom,EU,12/1/2018
1233z00002eqjtBAAR,MSP,United Kingdom,EU,2/1/2020
1233z00002RlQvHAAW,MSP,United Kingdom,EU,3/1/2019
1233z00002fLqE2AAL,MSP,United Kingdom,EU,10/1/2020
1233z00002oSMPqAAP,IT Consultant,United Kingdom,EU,4/1/2021
123D0000029hDX4IAN,MSP,United Kingdom,EU,11/1/2016
1233z00002ZEuJHAA2,,United Kingdom,EU,3/1/2020
1233z00002hI2yIAAT,MSP,United Kingdom,EU,5/1/2020
1233z00002g7t33AAB,MSP,United Kingdom,EU,4/1/2020
123D000002BmiyjIAC,MSP,United Kingdom,EU,1/1/2017
1233z00002lj5AoAAJ,MSP,United Kingdom,EU,12/1/2020
1233z00002kfTXSAA3,IT Consultant,United Kingdom,EU,10/1/2020
123D000002KG2P9IAM,MSP,United Kingdom,EU,11/1/2017
123D000002G4mR8IAK,MSP,United Kingdom,EU,9/1/2019
1233z00002ZHqxAAAU,IT Department,United Kingdom,EU,11/1/2019
1233z00002iWTErAAP,IT Department,United Kingdom,EU,4/1/2021
123D000002CTCtwIAI,MSP,United Kingdom,EU,2/1/2017
1233z00002nG6W7AAL,MSP,United Kingdom,EU,1/1/2021
1233z00002eoCxzAAF,MSP,United Kingdom,EU,1/1/2020
1233z00002k7937AAB,MSP,United Kingdom,EU,8/1/2020
1233z00002U8imiAAC,MSP,United Kingdom,EU,6/1/2019
1233z00002ZfypwAAC,MSP,United Kingdom,EU,12/1/2019
1233z00002ZfLlMAAW,MSP,United Kingdom,EU,11/1/2019
123D000001tnk33IAB,MSP,United Kingdom,EU,4/1/2015
1233z00002Kwib6AAC,MSP,United Kingdom,EU,12/1/2018
123D0000025iJr5IAF,MSP,United Kingdom,EU,6/1/2016
1233z00002Tp6xiAAC,IT Department,United Kingdom,EU,5/1/2019
1233z00002WlU6xAAG,MSP,United Kingdom,EU,9/1/2019
1233z00002djXlLAAV,,United Kingdom,EU,12/1/2019
1233z00002SgsCMAAA,IT Consultant,United Kingdom,EU,3/1/2019
123D00000231SooIAF,MSP,United Kingdom,EU,2/1/2016
1233z00002j88iiAAB,IT Department,United Kingdom,EU,10/1/2020
1233z00002PbcLeAAK,MSP,United Kingdom,EU,12/1/2018
123D000001q37cVIAR,MSP,United Kingdom,EU,12/1/2014
1233z00002jTWYZAA5,IT Consultant,United Kingdom,EU,8/1/2020
1233z00002k49SDAAZ,MSP,United Kingdom,EU,9/1/2020
1233z00002NIDAMAA6,MSP,United Kingdom,EU,9/1/2018
1233z00002tFrsGAAT,MSP,United Kingdom,EU,9/1/2021
1233z00002rzGNTAA3,IT Consultant,United Kingdom,EU,7/1/2021
1233z00002tjzbUAAR,IT Department,United Kingdom,EU,9/1/2021
1233z00002lH886AAD,IT Consultant,United Kingdom,EU,2/1/2021
1233z00002s01OPAAZ,IT Consultant,United Kingdom,EU,8/1/2021
1233z00002TSvssAAE,MSP,United Kingdom,EU,4/1/2019
1233z00002lEcY4AAL,IT Department,United Kingdom,EU,10/1/2020
1233z00002OcIz4AAG,MSP,United Kingdom,EU,11/1/2018
1233z00002g7heLAAR,MSP,United Kingdom,EU,3/1/2020
1233z00002kfWCLAA3,MSP,United Kingdom,EU,10/1/2020
1233z00002gcKksAAF,MSP,United Kingdom,EU,4/1/2020
123D000001zdPB8IAN,MSP,United Kingdom,EU,12/1/2015
1233z00002M2cXjAAK,MSP,United Kingdom,EU,3/1/2018
123D000002EtAuqIAG,MSP,United Kingdom,EU,4/1/2017
1233z00002ZHTq9AAI,MSP,Costa Rica,ROW,11/1/2019
1233z00002Wmu2YAAS,MSP,Costa Rica,ROW,8/1/2019
1233z00002ep6bOAAR,IT Department,Costa Rica,ROW,2/1/2020
1233z00002lEgSsAAL,IT Consultant,Costa Rica,ROW,1/1/2021
1233z00002nI6CjAAL,IT Department,France,EU,2/1/2021
1233z00002eqd5hAAB,MSP,France,EU,2/1/2020
1233z00002hIDSbAAP,MSP,France,EU,4/1/2020
1233z00002U8enSAAS,MSP,France,EU,6/1/2019
1233z00002WnYY7AAO,MSP,France,EU,9/1/2019
1233z00002ZIgXRAA2,,France,EU,2/1/2020
1233z00002RLpxEAAU,MSP,France,EU,1/1/2019
1233z00002TRy21AAE,IT Department,France,EU,6/1/2019
1233z00002WIi8BAAU,MSP,France,EU,8/1/2019
1233z00002mLWUlAAP,MSP,France,EU,4/1/2021
1233z00002Zht6qAAC,,France,EU,12/1/2019
1233z00002en5uEAAR,Other,France,EU,1/1/2020
1233z00002WHXkZAAY,,France,EU,6/1/2020
1233z00002oS24RAAT,IT Department,France,EU,4/1/2021
1233z00002dkMgCAAV,,France,EU,9/1/2020
1233z00002eEB9PAAX,MSP,France,EU,12/1/2019
1233z00002U89pqAAC,MSP,France,EU,6/1/2019
1233z00002mIqtjAAD,IT Department,France,EU,12/1/2020
1233z00002tlp2lAAB,Other,France,EU,9/1/2021
1233z00002LncXlAAK,MSP,France,EU,3/1/2018
1233z00002j7pZXAAZ,MSP,France,EU,11/1/2020
1233z00002g5GPpAAN,MSP,France,EU,4/1/2020
1233z00002VDsdfAAE,,France,EU,7/1/2019
1233z00002WJKC1AAQ,MSP,France,EU,8/1/2019
1233z00002nHjHTAA1,MSP,France,EU,1/1/2021
1233z00002pLGMuAAP,MSP,France,EU,5/1/2021
1233z00002fLlxoAAD,MSP,France,EU,2/1/2020
1233z00002mIxmiAAD,Other,France,EU,12/1/2020
1233z00002gfXc9AAF,MSP,France,EU,9/1/2020
1233z00002g7nZBAAZ,MSP,France,EU,4/1/2020
1233z00002g5Q4QAAV,MSP,France,EU,3/1/2020
1233z00002jAT3yAAH,MSP,France,EU,8/1/2020
1233z00002ho1CiAAJ,MSP,France,EU,7/1/2020
1233z00002lhcDHAAZ,IT Consultant,France,EU,11/1/2020
1233z00002jShdCAAT,IT Department,France,EU,9/1/2020
1233z00002RjUDOAA4,MSP,France,EU,1/1/2019
1233z00002jTGEdAAP,MSP,France,EU,7/1/2020
