ACCOUNT_ID,CHURN_MONTH,MAIN_CHURN_REASON
1233z00002ZeAq9AAG,8/1/2020,Product
1233z00002QlsUBAAA,3/1/2020,Price
123D000001sINqaIAH,11/1/2019,Business
1233z00002PbepMAAS,10/1/2019,Price
1233z00002eCuYIAA1,3/1/2020,Product
1233z00002eCnQBAA1,1/1/2020,Business
1233z00002mJaquAAD,12/1/2020,Product
1233z00002TpShFAAW,2/1/2020,Product
1233z00002iXxIlAAL,11/1/2020,Support
1233z00002iXzckAAD,6/1/2021,Product
1233z00002YcJa2AAG,11/1/2019,Business
1233z00002MX4CSAA2,10/1/2020,Business
1233z00002eEi9wAAD,8/1/2020,Other
1233z00002Tt6eyAAC,9/1/2020,Product
1233z00002dkJR7AAN,5/1/2020,Product
1233z00002jARZEAA5,8/1/2021,Business
1233z00002lixVqAAJ,5/1/2021,Product
1233z00002WGSKpAAQ,3/1/2021,Business
1233z00002jARZEAA5,8/1/2021,Support
1233z00002hoXNoAAN,10/1/2020,Other
1233z00002oSUTmAAP,7/1/2021,Business
1233z00002oPAb0AAH,6/1/2021,Product
1233z00002djVkfAAF,4/1/2020,Support
1233z00002NGfZmAAM,7/1/2021,Business
1233z00002lhe0cAAB,8/1/2021,Price
1233z00002Oc2srAAC,10/1/2020,Product
123D00000225HYCIA3,11/1/2020,Product
1233z00002Ou0t6AAC,11/1/2020,Business
1233z00002MJmboAAE,10/1/2019,Support
1233z00002eqLGLAA3,3/1/2020,Product
1233z00002hn2orAAB,11/1/2020,Price
1233z00002Tr1KGAAA,4/1/2020,Business
1233z00002mIkwqAAD,5/1/2021,Product
1233z00002jA0waAAD,8/1/2021,Price
1233z00002liyy2AAB,5/1/2021,Support
1233z00002VEz5iAAE,7/1/2020,Product
1233z00002VEz5iAAE,7/1/2020,Price
123D000002ISKEAIA6,5/1/2020,Price
123D000002GqlsnIAC,5/1/2021,Product
1233z00002VDmmPAAU,1/1/2020,Other
1233z00002emrqMAAR,8/1/2020,Price
1233z00002TsB7CAAW,10/1/2019,Business
1233z00002hlrGOAAZ,1/1/2021,Business
123D000001q59u9IAB,12/1/2019,Business
1233z00002hJxO5AAL,2/1/2021,Product
1233z00002liZtGAAV,1/1/2021,Other
123D000001v4SCOIA3,2/1/2020,Product
1233z00002TQSlwAAI,2/1/2021,Price
1233z00002Ngu05AAC,11/1/2020,Other
1233z00002ZeZ4kAAG,2/1/2020,Product
1233z00002OspGmAAK,6/1/2021,Business
123D000001q5w45IAB,2/1/2021,Product
1233z00002WnCTZAA4,11/1/2019,Price
1233z00002WmED3AAO,5/1/2021,Business
1233z00002Otgw9AAC,11/1/2020,Other
1233z00002WHoCQAA2,10/1/2020,Product
1233z00002M5witAAC,2/1/2021,Product
123D0000027ew94IAB,12/1/2020,Business
1233z00002NHqXqAAM,8/1/2021,Price
1233z00002eDykBAAT,3/1/2021,Product
1233z00002nsVgWAAV,8/1/2021,Business
1233z00002mJEt1AAH,3/1/2021,Business
1233z00002lhVEAAA3,2/1/2021,Business
1233z00002nG0QFAA1,8/1/2021,Business
1233z00002YYtBLAA2,6/1/2020,Support
123D0000029JXMFIA5,2/1/2020,Business
1233z00002UE96JAAU,10/1/2020,Product
1233z00002SjAMzAAO,3/1/2020,Business
123D0000021V9CNIA1,7/1/2021,Business
1233z00002WjzpIAAS,4/1/2020,Price
1233z00002hmy8wAAB,5/1/2021,Other
1233z00002hlLjpAAF,7/1/2020,Business
1233z00002k5C1DAAV,11/1/2020,Price
1233z00002ZHQNCAA6,1/1/2020,Business
1233z00002dkVlYAAV,2/1/2021,Other
123D0000028wTzzIAF,9/1/2020,Product
1233z00002WI1ZHAA2,8/1/2021,Product
1233z00002fLA3wAAH,5/1/2020,Other
1233z00002M6NqUAAW,5/1/2020,Product
1233z00002jT4Z6AAL,11/1/2020,Other
1233z00002eotF3AAJ,10/1/2020,Product
1233z00002Le43AAAS,1/1/2020,Support
1233z00002WjVUZAA4,8/1/2021,Price
1233z00002gdLyfAAF,10/1/2020,Price
123D000002E4MhbIAG,6/1/2020,Product
1233z00002en8C7AAJ,5/1/2020,Product
123D000002GqaYLIAA,3/1/2020,Product
1233z00002ZFkZoAAM,1/1/2021,Business
1233z00002liIytAAF,5/1/2021,Business
1233z00002NhHnCAAW,12/1/2019,Product
1233z00002g7UV2AAN,7/1/2020,Product
1233z00002ZHRqnAAI,2/1/2020,Support
1233z00002XggfvAAC,8/1/2021,Other
1233z00002MXFG1AAQ,7/1/2021,Business
1233z00002WHfcdAAE,6/1/2021,Business
1233z00002liBfJAAV,6/1/2021,Price
1233z00002fKj61AAD,6/1/2021,Business
1233z00002OtBMbAAO,2/1/2021,Business
123D0000024PSqAIAX,4/1/2020,Business
1233z00002k5X9pAAF,12/1/2020,Product
1233z00002fKKpuAAH,6/1/2021,Product
1233z00002OwdLxAAK,7/1/2021,Support
1233z00002Q6VuoAAG,3/1/2021,Business
1233z00002KrDvmAAG,11/1/2020,Other
1233z00002ZhZkZAAW,2/1/2021,Business
1233z00002g7el5AAB,2/1/2021,Other
1233z00002RNJMDAA6,7/1/2021,Business
1233z00002lhepKAAR,11/1/2020,Product
1233z00002YZbWnAAM,7/1/2021,Business
123D00000234B5uIAF,7/1/2021,Business
1233z00002djxy7AAB,1/1/2020,Product
1233z00002g7el5AAB,2/1/2021,Product
1233z00002Tq7cfAAC,8/1/2021,Business
1233z00002Oebx9AAC,1/1/2021,Price
1233z00002dlALwAAN,5/1/2020,Price
1233z00002ZEplLAAU,12/1/2019,Business
1233z00002fL11mAAD,8/1/2020,Business
123D000001rYmwlIAD,1/1/2020,Price
1233z00002hKvPcAAL,5/1/2021,Price
1233z00002fKervAAD,8/1/2020,Other
123D0000029gaVuIAJ,8/1/2020,Business
1233z00002g5GPpAAN,2/1/2021,Product
1233z00002eowFBAAZ,1/1/2020,Business
1233z00002ZI0NKAA2,7/1/2021,Price
1233z00002Yca1XAAS,3/1/2020,Business
1233z00002TrWxcAAG,10/1/2019,Product
1233z00002gck5YAAR,8/1/2021,Support
1233z00002iYDRHAA5,2/1/2021,Business
1233z00002Ks45EAAS,6/1/2021,Product
1233z00002lkb2MAAR,12/1/2020,Business
1233z00002gfyPMAAZ,5/1/2021,Price
1233z00002nrsBxAAJ,4/1/2021,Business
1233z00002jAhl4AAD,10/1/2020,Business
1233z00002lgfYEAAZ,12/1/2020,Product
1233z00002ljHgIAAV,1/1/2021,Product
1233z00002fMFemAAH,9/1/2020,Business
1233z00002YZcdxAAE,5/1/2020,Product
1233z00002fL0loAAD,6/1/2021,Price
1233z00002eCgb4AAD,6/1/2021,Product
1233z00002ZGDeDAAY,9/1/2020,Product
1233z00002nHIPcAAP,5/1/2021,Other
123D00000270123IAB,9/1/2020,Business
123D00000231OM8IAN,3/1/2020,Business
1233z00002hJBjVAAX,5/1/2021,Business
1233z00002k6NpeAAF,12/1/2020,Product
1233z00002g52zWAAR,11/1/2020,Business
1233z00002lh3VXAAZ,7/1/2021,Other
1233z00002PYdkNAAU,1/1/2020,Other
1233z00002WFzwEAAU,8/1/2021,Product
1233z00002OE7cLAAU,10/1/2019,Business
1233z00002Xi0pwAAC,1/1/2020,Support
1233z00002Xi0pwAAC,1/1/2020,Product
1233z00002RkBubAAG,2/1/2021,Price
1233z00002VCIw6AAI,12/1/2020,Price
1233z00002rHuGwAAL,8/1/2021,Business
1233z00002lGAuLAAX,2/1/2021,Price
1233z00002emtI3AAJ,5/1/2021,Business
1233z00002SgT0rAAG,2/1/2020,Business
1233z00002nrszQAAR,4/1/2021,Product
1233z00002ZevykAAC,2/1/2020,Price
1233z00002M5Hz6AAG,8/1/2021,Product
1233z00002WK8F5AAM,8/1/2021,Product
1233z00002WmRntAAG,9/1/2020,Product
1233z00002ho3mxAAB,8/1/2020,Business
1233z00002TrR8JAAW,3/1/2021,Product
123D000002BmyfrIAC,7/1/2020,Other
1233z00002fKtcYAAT,12/1/2020,Price
1233z00002k6YwQAAV,7/1/2021,Price
1233z00002SKplyAAE,8/1/2020,Product
123D000002HlTInIAO,8/1/2020,Other
123D000001yiL8lIAF,8/1/2021,Business
1233z00002eDyzFAAT,5/1/2021,Support
1233z00002hoNpkAAF,8/1/2020,Other
1233z00002djgDHAAZ,7/1/2020,Product
1233z00002puXHBAA3,8/1/2021,Product
1233z00002fLg1XAAT,4/1/2020,Business
1233z00002hJVSjAAP,4/1/2021,Product
1233z00002KtotpAAC,9/1/2020,Business
1233z00002VDq7RAAU,11/1/2019,Price
123D0000025hyR0IAJ,3/1/2020,Other
1233z00002VEFHgAAQ,6/1/2020,Other
1233z00002fKKioAAH,9/1/2020,Product
1233z00002g4n34AAB,2/1/2021,Business
1233z00002Yaz1mAAC,2/1/2020,Business
1233z00002TRzY4AAM,11/1/2019,Business
1233z00002NiAY3AAO,9/1/2020,Business
1233z00002NidBYAAA,2/1/2020,Business
1233z00002M5hQ5AAK,7/1/2020,Product
1233z00002PbIW3AAO,2/1/2021,Price
1233z00002pOzmzAAD,6/1/2021,Support
1233z00002OFrUaAAM,5/1/2020,Other
1233z00002QkgUtAAK,7/1/2020,Business
1233z00002enAnKAAV,5/1/2020,Price
1233z00002LEOFlAAQ,2/1/2020,Product
1233z00002nHCCtAAP,8/1/2021,Price
1233z00002eqL9MAAV,8/1/2020,Product
123D000001qbffFIAR,7/1/2020,Product
1233z00002mJbpLAAT,8/1/2021,Other
123D0000025zLPdIAN,5/1/2020,Support
1233z00002UEA75AAI,8/1/2021,Business
1233z00002djSOxAAN,6/1/2020,Price
1233z00002Ot3ixAAC,5/1/2020,Product
1233z00002fL0WZAA1,5/1/2020,Product
12320000002Yjy0AAD,7/1/2020,Price
1233z00002j8dbgAAB,9/1/2020,Support
1233z00002lEUnPAAX,12/1/2020,Product
1233z00002enabYAAR,4/1/2020,Product
1233z00002gcalwAAB,12/1/2020,Price
1233z00002kclTgAAJ,11/1/2020,Product
1233z00002hnFgfAAF,11/1/2020,Business
1233z00002hIECYAA5,4/1/2021,Price
1233z00002OtTNKAA4,8/1/2021,Price
1233z00002NGxNJAA2,6/1/2020,Business
123D0000020Y4kWIAT,12/1/2019,Product
1233z00002qS4XFAA1,5/1/2021,Price
1233z00002ZeAcgAAG,2/1/2021,Business
1233z00002eoquxAAB,7/1/2020,Price
1233z00002mJmHqAAL,6/1/2021,Other
1233z00002ZExTlAAM,2/1/2021,Product
1233z00002iXu22AAD,9/1/2020,Support
1233z00002jUkRFAA1,8/1/2020,Product
1233z00002jSjclAAD,12/1/2020,Other
123D000002J2xNPIAA,7/1/2021,Business
1233z00002lhziNAAR,11/1/2020,Product
1233z00002TQmdiAAE,12/1/2020,Business
1233z00002MsjNsAAK,4/1/2020,Business
1233z00002ZGhL9AAM,12/1/2020,Price
1233z00002XiotgAAC,10/1/2019,Business
1233z00002keO8IAAV,10/1/2020,Other
1233z00002M6TF9AAO,5/1/2020,Business
1233z00002fLmM2AAL,4/1/2020,Business
1233z00002ntTahAAF,4/1/2021,Other
1233z00002j7lp4AAB,1/1/2021,Other
1233z00002Xjn0VAAS,7/1/2021,Business
1233z00002mKfGzAAL,4/1/2021,Support
1233z00002oSbXrAAL,8/1/2021,Business
1233z00002TsoB5AAK,5/1/2021,Product
1233z00002KufrxAAC,7/1/2020,Product
123D000002BnjkXIAS,6/1/2021,Other
1233z00002eDru9AAD,12/1/2019,Support
1233z00002OFJ5eAAI,2/1/2020,Product
1233z00002epoZ4AAJ,2/1/2021,Price
1233z00002OujEAAAA,3/1/2021,Product
1233z00002iXmNvAAL,5/1/2021,Business
1233z00002hljEuAAJ,12/1/2020,Support
1233z00002MrJ04AAG,11/1/2020,Business
1233z00002ep5U5AAJ,12/1/2020,Business
1233z00002k7u8ZAAR,9/1/2020,Price
1233z00002nGF0jAAH,4/1/2021,Business
123D000002J16pqIAC,4/1/2020,Other
1233z00002jB5sNAAT,11/1/2020,Business
1233z00002fLXeeAAH,4/1/2020,Product
1233z00002fLXeeAAH,9/1/2020,Other
1233z00002nsEZfAAN,3/1/2021,Business
1233z00002eDq5DAAT,4/1/2020,Price
1233z00002hJ8ZnAAL,3/1/2021,Business
1233z00002MMtZZAA2,6/1/2021,Other
1233z00002fKL6lAAH,10/1/2020,Business
1233z00002gcb9NAAR,5/1/2020,Price
1233z00002lHBteAAH,7/1/2021,Product
1233z00002lhUx1AAF,8/1/2021,Product
1233z00002Xjew4AAC,6/1/2020,Business
1233z00002j8lOpAAJ,12/1/2020,Other
1233z00002OGs7rAAE,1/1/2021,Product
1233z00002WHP5PAAY,9/1/2020,Price
1233z00002XhrrVAAS,8/1/2021,Business
1233z00002MurvKAAS,10/1/2020,Product
123D000002G473cIAC,7/1/2020,Business
1233z00002kdrHMAAZ,8/1/2021,Price
1233z00002hKdM4AAL,2/1/2021,Other
1233z00002pNnwmAAD,8/1/2021,Product
1233z00002eqb2iAAB,9/1/2020,Business
1233z00002nFfGyAAL,6/1/2021,Business
1233z00002Wmrl1AAC,3/1/2020,Business
1233z00002YcFc2AAG,10/1/2020,Business
1233z00002mLK36AAH,4/1/2021,Business
123D000002Gq94DIAS,7/1/2021,Price
1233z00002lFD4AAAX,10/1/2020,Business
123D000001rznj2IAB,1/1/2020,Support
1233z00002dkOumAAF,5/1/2020,Price
1233z00002lh9GSAAZ,4/1/2021,Price
123D0000021WeksIAD,10/1/2019,Business
1233z00002M2rehAAC,8/1/2020,Other
1233z00002UEmHkAAM,2/1/2020,Business
1233z00002g5BGQAA3,10/1/2020,Price
1233z00002kf2W7AAJ,8/1/2021,Other
1233z00002Od19NAAS,3/1/2020,Other
1233z00002WJdQYAA2,9/1/2020,Business
1233z00002jAtmPAAT,3/1/2021,Product
1233z00002enepWAAR,7/1/2021,Price
1233z00002U8OJcAAO,4/1/2020,Product
1233z00002g7mBHAAZ,9/1/2020,Product
1233z00002Wjp8JAAS,1/1/2020,Business
1233z00002g4mR6AAJ,9/1/2020,Price
123D000002KFYp2IAI,7/1/2021,Price
1233z00002enqEvAAJ,8/1/2020,Business
1233z00002nsPVXAA3,4/1/2021,Product
1233z00002XgpkoAAC,8/1/2020,Product
1233z00002lDZ0DAAX,1/1/2021,Other
1233z00002eEbEoAAL,12/1/2020,Business
123D0000026E2QFIA1,8/1/2020,Business
1233z00002g6GiSAAV,5/1/2021,Product
1233z00002RmOLpAAO,11/1/2019,Price
1233z00002g79dyAAB,9/1/2020,Product
123D000001qZgIUIA1,10/1/2019,Business
1233z00002dkOcYAAV,1/1/2021,Business
1233z00002iWy8OAAT,3/1/2021,Business
1233z00002KrmkMAAS,9/1/2020,Business
1233z00002qU4iLAAT,7/1/2021,Product
1233z00002nGKiOAAX,6/1/2021,Other
1233z00002VCyH3AAM,10/1/2019,Business
1233z00002VEahnAAE,7/1/2021,Price
1233z00002iXzR3AAL,9/1/2020,Business
1233z00002qQw14AAD,8/1/2021,Product
1233z00002PZqztAAE,1/1/2021,Other
1233z00002dk9XwAAJ,3/1/2020,Business
1233z00002ZfoYTAAA,11/1/2020,Business
1233z00002dipfOAAR,6/1/2020,Business
123D000002CDJSPIA6,7/1/2021,Price
123D000002DFjgVIAU,2/1/2021,Other
1233z00002k42vCAAR,8/1/2021,Price
1233z00002ptzHAAAZ,5/1/2021,Business
1233z00002eplLgAAJ,9/1/2020,Price
1233z00002LgYdeAAG,9/1/2020,Product
1233z00002ZElVAAA2,1/1/2020,Support
1233z00002WHcvrAAE,5/1/2021,Business
1233z00002g4zg6AAB,12/1/2020,Product
1233z00002liriLAAR,1/1/2021,Price
1233z00002geGeSAAV,7/1/2020,Product
1233z00002mLqkKAAT,3/1/2021,Product
1233z00002lFJ4aAAH,3/1/2021,Price
1233z00002eqQTDAA3,6/1/2020,Business
1233z00002TSAH8AAQ,9/1/2020,Other
123D000001zcCyEIAV,1/1/2021,Price
1233z00002dkuFRAAZ,8/1/2020,Product
1233z00002eEGfhAAH,8/1/2020,Other
1233z00002eEGfhAAH,7/1/2021,Business
1233z00002ODxNsAAM,7/1/2021,Price
1233z00002SKyMwAAM,3/1/2020,Business
1233z00002TTq9KAAU,8/1/2021,Price
1233z00002LogmaAAC,5/1/2021,Price
1233z00002WGN8tAAI,10/1/2019,Business
123D000002KGRamIAI,11/1/2019,Product
1233z00002LoF5XAAW,3/1/2020,Product
1233z00002ZgGUTAA4,2/1/2020,Other
1233z00002enM6TAAV,5/1/2020,Business
1233z00002LhQ5bAAG,4/1/2020,Business
1233z00002LhQ5bAAG,10/1/2020,Business
123D000002DGhweIAE,8/1/2021,Product
1233z00002kckXcAAJ,10/1/2020,Business
1233z00002PagCMAAA,3/1/2021,Other
1233z00002PcCklAAG,2/1/2021,Product
1233z00002pucdkAAB,6/1/2021,Product
1233z00002Tr28gAAC,4/1/2021,Business
1233z00002lgmmAAAR,1/1/2021,Other
123D000002JqurKIAS,7/1/2020,Product
1233z00002QiFWvAAO,8/1/2021,Price
123D0000027095lIAB,7/1/2021,Business
1233z00002U7JdNAAW,9/1/2020,Product
1233z00002qQUAeAAP,6/1/2021,Business
1233z00002mKoaWAAT,6/1/2021,Business
1233z00002OdMcpAAG,7/1/2020,Product
1233z00002djVkfAAF,4/1/2020,Product
1233z00002QiiPjAAK,5/1/2021,Business
1233z00002fO565AAD,4/1/2021,Other
1233z00002enNUFAA3,1/1/2021,Product
1233z00002YZvIdAAM,3/1/2020,Product
1233z00002k4MnWAAV,8/1/2020,Price
1233z00002lj7JyAAJ,12/1/2020,Price
1233z00002U74JVAAA,5/1/2021,Business
1233z00002fONpQAAX,12/1/2020,Price
1233z00002hJBokAAH,4/1/2021,Price
1233z00002TRrikAAE,5/1/2020,Product
1233z00002OtD0XAAW,1/1/2021,Business
1233z00002QlAXmAAO,4/1/2021,Business
1233z00002mIkwqAAD,5/1/2021,Other
1233z00002KuSG6AAO,12/1/2020,Price
123D000001zaSreIAF,1/1/2020,Business
1233z00002eqJZtAAN,1/1/2021,Price
1233z00002hLsYFAA1,11/1/2020,Price
1233z00002Rm8A0AAK,12/1/2020,Business
1233z00002fL5t6AAD,3/1/2021,Other
123D0000023dtDBIAZ,2/1/2021,Business
1233z00002Ot1RWAAA,8/1/2020,Business
1233z00002WHxlwAAE,8/1/2021,Business
1233z00002Nu2baAAC,10/1/2019,Business
1233z00002VDmmPAAU,1/1/2020,Product
1233z00002TRXYFAA6,4/1/2020,Price
1233z00002sWiJwAAL,8/1/2021,Business
1233z00002Nj6pHAAS,10/1/2019,Product
1233z00002TSJHCAA6,8/1/2020,Business
123D000002Hin9WIAS,6/1/2020,Business
1233z00002VBozgAAE,4/1/2020,Price
123D000001v4SCOIA3,2/1/2020,Business
1233z00002M2qT9AAK,4/1/2021,Price
1233z00002Ou53dAAC,6/1/2020,Product
1233z00002j8FrfAAF,8/1/2021,Business
1233z00002XhamCAAS,8/1/2020,Product
1233z00002WHpYDAA2,2/1/2020,Business
1233z00002LGLefAAI,2/1/2021,Product
1233z00002WlNt1AAG,10/1/2019,Price
1233z00002WJ3YXAA2,8/1/2020,Product
1233z00002lGfYOAA1,11/1/2020,Business
1233z00002OvEpeAAG,4/1/2020,Business
1233z00002XjRYjAAO,7/1/2020,Business
123D0000027ehqhIAB,11/1/2020,Price
1233z00002XjLmlAAG,4/1/2020,Product
1233z00002j8NBQAA3,8/1/2020,Business
1233z00002iX6QLAA1,8/1/2021,Other
1233z00002NsXF3AAO,1/1/2020,Business
1233z00002jB1ugAAD,4/1/2021,Other
1233z00002ZFxBgAAM,11/1/2020,Business
1233z00002WkR5gAAG,5/1/2020,Product
1233z00002djgilAAB,2/1/2020,Product
1233z00002MXlYBAA2,12/1/2020,Business
1233z00002MJnkNAAU,9/1/2020,Product
123D000002Euj6rIAC,3/1/2020,Support
1233z00002oPyWeAAL,9/1/2021,Business
1233z00002OdLmiAAG,11/1/2020,Price
1233z00002LH5zTAAU,3/1/2020,Product
1233z00002LH5zTAAU,3/1/2020,Support
1233z00002hHzR5AAL,12/1/2020,Product
1233z00002TRgfOAAU,11/1/2019,Business
1233z00002YZWzGAAY,5/1/2021,Price
1233z00002hIYJKAA5,3/1/2021,Business
1233z00002Le43AAAS,1/1/2020,Product
1233z00002Pam5yAAC,6/1/2020,Business
1233z00002hIcnpAAD,9/1/2021,Business
1233z00002Pc1SIAAA,5/1/2021,Business
1233z00002s1PyEAAV,9/1/2021,Product
1233z00002eEs9iAAD,9/1/2020,Price
1233z00002TQk1SAAU,2/1/2020,Business
1233z00002OuVP9AAO,12/1/2020,Product
1233z00002kbohaAAB,6/1/2021,Business
1233z00002kbohaAAB,7/1/2021,Business
1233z00002eEs9iAAD,9/1/2020,Business
1233z00002TPmEBAA2,2/1/2021,Product
1233z00002KteUmAAK,5/1/2020,Other
1233z00002fKKpuAAH,6/1/2021,Support
1233z00002YaiClAAK,2/1/2021,Product
1233z00002QkCp9AAG,7/1/2020,Business
1233z00002MJwQAAA2,2/1/2020,Other
1233z00002LpJiMAAW,10/1/2019,Price
123D000002EsMS1IAO,2/1/2021,Business
1233z00002djxy7AAB,1/1/2020,Business
1233z00002hn3odAAB,9/1/2020,Business
1233z00002iVviHAAT,4/1/2021,Business
1233z00002gdT1yAAF,3/1/2020,Product
1233z00002ZhP3AAAW,6/1/2020,Business
1233z00002hLcNTAA1,10/1/2020,Support
123D000002HiNOAIA4,8/1/2021,Product
1233z00002jADziAAH,8/1/2020,Price
123D000002264NeIAJ,10/1/2020,Business
1233z00002mKbbxAAD,3/1/2021,Price
1233z00002Pa889AAC,12/1/2020,Support
1233z00002XjbNnAAK,2/1/2021,Product
1233z00002TowvuAAC,8/1/2021,Business
1233z00002diNOSAA3,10/1/2020,Business
1233z00002TslzQAAS,3/1/2021,Product
1233z00002enYzKAAV,6/1/2020,Business
1233z00002lFf0VAAT,6/1/2021,Price
1233z00002enCZ0AAN,4/1/2021,Product
1233z00002OEtbjAAE,4/1/2021,Product
1233z00002ljbNoAAJ,12/1/2020,Product
1233z00002gck5YAAR,8/1/2021,Product
1233z00002YbMq7AAG,12/1/2019,Business
1233z00002TQsxkAAE,6/1/2020,Price
123D000001zcVAjIAN,9/1/2021,Business
1233z00002XjKLMAA4,12/1/2019,Other
1233z00002Ow5DQAAA,11/1/2019,Business
1233z00002mLNOHAA5,7/1/2021,Price
1233z00002jTE6PAAX,6/1/2021,Price
1233z00002U9fjhAAC,10/1/2019,Business
1233z00002SONj0AAI,8/1/2021,Product
1233z00002TsQygAAG,10/1/2019,Other
1233z00002TRtgpAAE,3/1/2020,Price
1233z00002Wn4UiAAK,12/1/2019,Product
1233z00002epsZ4AAJ,11/1/2020,Price
1233z00002lkpJQAAZ,3/1/2021,Product
1233z00002XgEsSAAW,11/1/2020,Product
1233z00002hoGOkAAN,4/1/2021,Business
1233z00002hnvDKAAZ,9/1/2020,Product
1233z00002Pc03vAAC,1/1/2020,Business
1233z00002NH9DXAA2,8/1/2020,Other
1233z00002kex33AAB,12/1/2020,Product
123D000001wPCWLIA5,5/1/2020,Price
1233z00002fN0IFAA1,12/1/2020,Product
1233z00002MsnZuAAK,10/1/2020,Price
1233z00002MNHYVAA6,10/1/2020,Business
1233z00002VEAMoAAQ,8/1/2021,Product
123D0000026Da7zIAD,12/1/2020,Business
1233z00002Od0wFAAS,8/1/2021,Product
1233z00002hJbsxAAD,9/1/2020,Other
1233z00002VEG12AAI,12/1/2020,Product
1233z00002Tr0h2AAC,2/1/2021,Product
1233z00002TTH12AAI,12/1/2019,Business
1233z00002hnizKAAR,9/1/2020,Product
1233z00002ODHKEAA6,10/1/2019,Price
1233z00002psrdKAAR,8/1/2021,Business
1233z00002Qk3taAAC,10/1/2019,Price
1233z00002MYoXrAAM,11/1/2019,Price
1233z00002OGC1WAAY,10/1/2020,Product
1233z00002nJ3VnAAL,5/1/2021,Price
1233z00002hKwBnAAL,1/1/2021,Business
1233z00002iXxPSAA1,11/1/2020,Price
1233z00002djQHPAA3,3/1/2020,Business
1233z00002VBMTsAAQ,5/1/2020,Other
1233z00002RN4TYAA2,1/1/2020,Price
1233z00002WHLytAAI,7/1/2020,Product
1233z00002djX5MAAV,3/1/2021,Product
1233z00002oPUXsAAP,8/1/2021,Business
1233z00002MuV4oAAG,7/1/2021,Price
1233z00002geNesAAF,3/1/2021,Business
1233z00002hmBTSAA3,12/1/2020,Other
123D000002KDDndIAI,5/1/2020,Product
1233z00002LEOFlAAQ,12/1/2019,Product
1233z00002hmrT0AAJ,7/1/2021,Price
123D0000027eglCIAR,7/1/2021,Business
1233z00002ODv1VAAU,7/1/2020,Product
1233z00002ODv1VAAU,3/1/2021,Business
1233z00002WlVrZAAW,2/1/2020,Other
1233z00002VC89MAAU,7/1/2020,Business
1233z00002g4SJEAA3,4/1/2020,Other
1233z00002mK6FhAAL,8/1/2021,Product
1233z00002mK6FhAAL,8/1/2021,Business
1233z00002WG9zoAAE,6/1/2021,Product
1233z00002LHjLlAAM,4/1/2021,Business
1233z00002gfrJFAAZ,4/1/2021,Product
123D00000231OD6IAN,7/1/2021,Product
1233z00002gcyQjAAJ,10/1/2020,Price
1233z00002eESbKAAX,12/1/2019,Product
123D000000enAEbIAN,7/1/2021,Price
1233z00002fKRRnAAP,3/1/2020,Product
1233z00002hnxj8AAB,12/1/2020,Product
1233z00002WJ1d9AAE,7/1/2021,Business
123D000002FZpaZIAU,4/1/2020,Business
123D000002GGw1AIAU,4/1/2020,Product
123D000002AkdmsIAC,11/1/2020,Business
1233z00002YaBqcAAG,5/1/2021,Business
1233z00002NhBLMAA4,8/1/2021,Price
123D000002JoEZ5IAO,1/1/2020,Product
1233z00002hniCnAAJ,9/1/2020,Product
1233z00002Ou89tAAC,12/1/2020,Price
1233z00002SMOUbAAQ,2/1/2021,Product
1233z00002OeOCOAA4,2/1/2021,Business
1233z00002rAuIGAA1,8/1/2021,Support
123D00000235D6rIAF,7/1/2020,Product
1233z00002fLZ5xAAH,11/1/2020,Support
1233z00002OdTYhAAO,10/1/2019,Business
1233z00002nHeWNAA1,8/1/2021,Price
1233z00002jAMN9AAP,9/1/2020,Price
1233z00002WICeYAAY,4/1/2021,Business
1233z00002fNrznAAD,12/1/2020,Product
1233z00002empI8AAJ,4/1/2020,Product
1233z00002eCqUfAAL,5/1/2021,Product
1233z00002TQaQQAA2,4/1/2021,Price
1233z00002jUu23AAD,8/1/2021,Support
1233z00002RKIDzAAQ,8/1/2021,Product
1233z00002hIBYDAA5,6/1/2020,Other
1233z00002mJtOlAAL,2/1/2021,Business
1233z00002fKzxAAAT,2/1/2020,Other
1233z00002TSvssAAE,4/1/2021,Business
1233z00002WkUyIAAW,10/1/2019,Other
1233z00002iXie6AAD,8/1/2021,Price
1233z00002WJnycAAE,8/1/2020,Other
1233z00002VCMFHAA6,11/1/2019,Business
1233z00002WnC6oAAG,7/1/2020,Product
1233z00002TsO8UAAW,6/1/2020,Product
1233z00002YavmsAAC,2/1/2020,Other
1233z00002OECf3AAI,4/1/2020,Support
1233z00002TSwm2AAE,10/1/2020,Business
1233z00002M6HwzAAG,3/1/2020,Price
1233z00002Lo7uIAAS,4/1/2020,Business
1233z00002MLSzdAAI,3/1/2021,Product
1233z00002nG6t0AAD,3/1/2021,Business
123D000002DGaAAIA2,3/1/2020,Product
1233z00002mJtacAAD,1/1/2021,Product
123D000002BCo1mIAE,7/1/2021,Business
1233z00002enlZRAAZ,1/1/2020,Product
1233z00002ZgQ36AAG,12/1/2020,Business
1233z00002rHDs1AAH,7/1/2021,Product
1233z00002hn1hRAAR,1/1/2021,Product
1233z00002VD1iLAAU,6/1/2020,Other
1233z00002WK2nWAAU,7/1/2021,Price
1233z00002mIWRBAA5,6/1/2021,Business
1233z00002LFCKHAA6,7/1/2021,Product
1233z00002NHW5ZAAY,1/1/2020,Price
